"ID";"ConsumptionByHouseholds";"Periods";"Indices_1";"VolumeChanges_2";"VolumeChangesShoppingdayAdjusted_3";"Indices_4";"ValueChanges_5";"PriceChanges_6"
"2756";"A047829";"2016MM08";"    95.4";"    -1.0";"       .";"    90.4";"    -5.0";"    -4.0"
"2757";"A047829";"2016MM09";"   104.4";"     2.6";"       .";"    97.4";"    -2.6";"    -5.1"
"2758";"A047829";"2016KW03";"   101.6";"     0.2";"       .";"    95.5";"    -4.5";"    -4.7"
"2759";"A047829";"2016MM10";"    89.4";"    -0.7";"       .";"    83.0";"    -9.3";"    -8.7"
"2760";"A047829";"2016MM11";"    94.6";"     2.2";"       .";"    88.2";"    -4.6";"    -6.7"
"2761";"A047829";"2016MM12";"   111.5";"     0.1";"       .";"   103.3";"    -7.5";"    -7.6"
"2762";"A047829";"2016KW04";"    98.5";"     0.5";"       .";"    91.5";"    -7.1";"    -7.6"
"2763";"A047829";"2017MM01";"   119.0";"     8.7";"       .";"   117.0";"     1.8";"    -6.4"
"2764";"A047829";"2017MM02";"    94.7";"     4.5";"       .";"    91.9";"    -2.6";"    -6.8"
"2765";"A047829";"2017MM03";"    99.9";"     5.7";"       .";"    97.7";"    -0.3";"    -5.7"
"2766";"A047829";"2017KW01";"   104.5";"     6.5";"       .";"   102.2";"    -0.2";"    -6.3"
"2767";"A047829";"2017MM04";"   100.5";"     2.0";"       .";"    93.7";"    -1.9";"    -3.8"
"2768";"A047829";"2017MM05";"   114.6";"    11.7";"       .";"   106.1";"     6.8";"    -4.4"
"2769";"A047829";"2017MM06";"   117.4";"     4.4";"       .";"   107.5";"     0.8";"    -3.4"
"2770";"A047829";"2017KW02";"   110.8";"     6.0";"       .";"   102.4";"     1.9";"    -3.9"
"2771";"A047829";"2017MM07";"   116.7";"    11.1";"       .";"   105.4";"     6.6";"    -4.0"
"2772";"A047829";"2017MM08";"   104.4";"     9.5";"       .";"    94.1";"     4.1";"    -4.9"
"2773";"A047829";"2017MM09";"   114.4";"     9.6";"       .";"   104.6";"     7.5";"    -1.9"
"2774";"A047829";"2017KW03";"   111.9";"    10.1";"       .";"   101.4";"     6.1";"    -3.6"
"2775";"A047829";"2017MM10";"    87.9";"    -1.7";"       .";"    80.6";"    -2.9";"    -1.2"
"2776";"A047829";"2017MM11";"   100.6";"     6.3";"       .";"    91.7";"     3.9";"    -2.2"
"2777";"A047829";"2017MM12";"   109.6";"    -1.8";"       .";"    99.2";"    -3.9";"    -2.2"
"2778";"A047829";"2017KW04";"    99.4";"     0.8";"       .";"    90.5";"    -1.1";"    -1.9"
"2779";"A047829";"2018MM01";"   127.2";"     6.9";"       .";"   120.2";"     2.8";"    -3.8"
"2780";"A047829";"2018MM02";"    97.6";"     3.1";"       .";"    90.9";"    -1.1";"    -4.0"
"2781";"A047829";"2018MM03";"   109.3";"     9.3";"       .";"   102.0";"     4.3";"    -4.6"
"2782";"A047829";"2018KW01";"   111.3";"     6.5";"       .";"   104.4";"     2.1";"    -4.1"
"2783";"A047829";"2018MM04";"   103.9";"     3.5";"       .";"    95.4";"     1.9";"    -1.5"
"2784";"A047829";"2018MM05";"   121.4";"     5.9";"       .";"   108.8";"     2.5";"    -3.2"
"2785";"A047829";"2018MM06";"   127.8";"     8.8";"       .";"   113.2";"     5.3";"    -3.3"
"2786";"A047829";"2018KW02";"   117.7";"     6.2";"       .";"   105.8";"     3.3";"    -2.7"
"2787";"A047829";"2018MM07";"   120.4";"     3.2";"       .";"   106.1";"     0.7";"    -2.4"
"2788";"A047829";"2018MM08";"   112.6";"     7.8";"       .";"    98.7";"     4.9";"    -2.7"
"2789";"A047829";"2018MM09";"   117.0";"     2.2";"       .";"   103.9";"    -0.8";"    -2.9"
"2790";"A047829";"2018KW03";"   116.7";"     4.3";"       .";"   102.9";"     1.5";"    -2.7"
"2791";"A047829";"2018MM10";"    97.5";"    10.9";"       .";"    84.3";"     4.6";"    -5.7"
"2792";"A047829";"2018MM11";"   113.4";"    12.7";"       .";"    98.0";"     6.9";"    -5.2"
"2793";"A047829";"2018MM12";"   115.0";"     5.0";"       .";"    98.6";"    -0.6";"    -5.3"
"2794";"A047829";"2018KW04";"   108.6";"     9.3";"       .";"    93.6";"     3.5";"    -5.4"
"2795";"A047829";"2019MM01";"   139.6";"     9.8";"       .";"   124.8";"     3.8";"    -5.4"
"2796";"A047829";"2019MM02";"   109.0";"    11.8";"       .";"    97.6";"     7.4";"    -3.9"
"2797";"A047829";"2019MM03";"   120.1";"     9.9";"       .";"   107.8";"     5.7";"    -3.9"
"2798";"A047829";"2019KW01";"   122.9";"    10.4";"       .";"   110.1";"     5.5";"    -4.5"
"2799";"A047829";"2019MM04";"   116.0";"    11.6";"       .";"   103.0";"     7.9";"    -3.4"
"2800";"A047829";"2019MM05";"   139.8";"    15.2";"       .";"   121.4";"    11.7";"    -3.1"
"2801";"A047829";"2019MM06";"   133.9";"     4.8";"       .";"   115.5";"     2.1";"    -2.6"
"2802";"A047829";"2019KW02";"   129.9";"    10.4";"       .";"   113.3";"     7.1";"    -3.0"
"2803";"A047829";"2019MM07";"   127.6";"     6.0";"       .";"   109.5";"     3.2";"    -2.6"
"2804";"A047829";"2019MM08";"   117.3";"     4.1";"       .";"    99.0";"     0.3";"    -3.7"
"2805";"A047829";"2019MM09";"   127.6";"     9.1";"       .";"   107.9";"     3.9";"    -4.8"
"2806";"A047829";"2019KW03";"   124.2";"     6.4";"       .";"   105.5";"     2.5";"    -3.7"
"2807";"A047829";"2019MM10";"   105.6";"     8.2";"       .";"    89.1";"     5.6";"    -2.4"
"2808";"A047829";"2019MM11";"   115.5";"     1.9";"       .";"    99.2";"     1.2";"    -0.6"
"2809";"A047829";"2019MM12";"   126.3";"     9.8";"       .";"   106.0";"     7.6";"    -2.1"
"2810";"A047829";"2019KW04";"   115.8";"     6.6";"       .";"    98.1";"     4.8";"    -1.7"
"2811";"A047829";"2020MM01";"   146.8";"     5.1";"       .";"   129.2";"     3.5";"    -1.6"
"2812";"A047829";"2020MM02";"   121.4";"    11.4";"       .";"   107.2";"     9.8";"    -1.4"
"2813";"A047829";"2020MM03";"   132.1";"    10.0";"       .";"   120.3";"    11.7";"     1.5"
"2814";"A047829";"2020KW01";"   133.5";"     8.6";"       .";"   118.9";"     8.0";"    -0.5"
"2815";"A047829";"2020MM04";"   130.3";"    12.3";"       .";"   117.8";"    14.4";"     1.9"
"2816";"A047829";"2020MM05";"   155.8";"    11.4";"       .";"   140.6";"    15.8";"     3.9"
"2817";"A047829";"2020MM06";"   157.1";"    17.3";"       .";"   140.3";"    21.4";"     3.5"
"2818";"A047829";"2020KW02";"   147.7";"    13.7";"       .";"   132.9";"    17.3";"     3.2"
"2819";"A047829";"2020MM07";"   143.5";"    12.5";"       .";"   126.2";"    15.2";"     2.4"
"2820";"A047829";"2020MM08";"   127.7";"     8.9";"       .";"   109.5";"    10.6";"     1.6"
"2821";"A047829";"2020MM09";"   138.8";"     8.7";"       .";"   119.8";"    11.1";"     2.1"
"2822";"A047829";"2020KW03";"   136.7";"    10.1";"       .";"   118.5";"    12.3";"     2.1"
"2823";"A047829";"2020MM10";"   116.7";"    10.5";"       .";"   102.2";"    14.7";"     3.8"
"2824";"A047830";"2000JJ00";"   140.0";"    -1.3";"       .";"   108.8";"     1.3";"     2.7"
"2825";"A047830";"2001JJ00";"   132.5";"    -5.4";"       .";"   106.7";"    -1.9";"     3.6"
"2826";"A047830";"2002JJ00";"   140.5";"     6.0";"       .";"   116.2";"     8.9";"     2.7"
"2827";"A047830";"2003JJ00";"   135.4";"    -3.6";"       .";"   114.3";"    -1.7";"     2.0"
"2828";"A047830";"2004JJ00";"   131.6";"    -2.8";"       .";"   112.8";"    -1.3";"     1.6"
"2829";"A047830";"2005JJ00";"   128.7";"    -2.2";"       .";"   112.6";"    -0.3";"     2.0"
"2830";"A047830";"2006JJ00";"   129.8";"     0.9";"       .";"   115.0";"     2.1";"     1.2"
"2831";"A047830";"2007JJ00";"   130.2";"     0.3";"       .";"   117.0";"     1.8";"     1.5"
"2832";"A047830";"2008JJ00";"   131.1";"     0.7";"       .";"   117.5";"     0.5";"    -0.3"
"2833";"A047830";"2009JJ00";"   118.2";"    -9.9";"       .";"   106.6";"    -9.3";"     0.7"
"2834";"A047830";"2010JJ00";"   123.9";"     4.8";"       .";"   113.8";"     6.7";"     1.8"
"2835";"A047830";"2011JJ00";"   123.2";"    -0.5";"       .";"   113.4";"    -0.3";"     0.2"
"2836";"A047830";"2012JJ00";"   103.4";"   -16.1";"       .";"    96.5";"   -14.9";"     1.4"
"2837";"A047830";"2013JJ00";"    92.9";"   -10.2";"       .";"    89.9";"    -6.9";"     3.7"
"2838";"A047830";"2014JJ00";"    95.5";"     2.8";"       .";"    93.5";"     4.1";"     1.2"
"2839";"A047830";"2015JJ00";"   100.0";"     4.7";"       .";"   100.0";"     6.9";"     2.1"
"2840";"A047830";"2016JJ00";"    97.2";"    -2.8";"       .";"    98.7";"    -1.3";"     1.5"
"2841";"A047830";"2017JJ00";"    96.2";"    -1.0";"       .";"    99.5";"     0.8";"     1.8"
"2842";"A047830";"2018JJ00";"   109.2";"    13.6";"       .";"   114.3";"    14.9";"     1.2"
"2843";"A047830";"2019JJ00";"   108.2";"    -1.0";"       .";"   114.7";"     0.4";"     1.4"
"2844";"A047830";"2000MM01";"   228.6";"     0.8";"       .";"   175.3";"     3.4";"     2.6"
"2845";"A047830";"2000MM02";"   163.4";"     7.6";"       .";"   120.0";"    10.5";"     2.7"
"2846";"A047830";"2000MM03";"   195.2";"     4.8";"       .";"   140.4";"     7.6";"     2.6"
"2847";"A047830";"2000KW01";"   195.8";"     4.0";"       .";"   145.2";"     6.6";"     2.6"
"2848";"A047830";"2000MM04";"   143.1";"    -5.8";"       .";"   114.7";"    -3.2";"     2.8"
"2849";"A047830";"2000MM05";"   137.9";"    -1.1";"       .";"   109.3";"     2.1";"     3.2"
"2850";"A047830";"2000MM06";"   129.2";"   -13.5";"       .";"   104.9";"   -11.1";"     2.9"
"2851";"A047830";"2000KW02";"   136.7";"    -6.9";"       .";"   109.6";"    -4.3";"     2.9"
"2852";"A047830";"2000MM07";"   132.3";"   -17.0";"       .";"    98.8";"   -15.5";"     1.9"
"2853";"A047830";"2000MM08";"   123.6";"     4.3";"       .";"    93.9";"     6.6";"     2.2"
"2854";"A047830";"2000MM09";"   111.4";"   -10.2";"       .";"    85.9";"    -8.1";"     2.4"
"2855";"A047830";"2000KW03";"   122.4";"    -8.6";"       .";"    92.9";"    -6.6";"     2.2"
"2856";"A047830";"2000MM10";"   117.5";"    -5.0";"       .";"   101.7";"    -1.8";"     3.4"
"2857";"A047830";"2000MM11";"   109.9";"     3.1";"       .";"    96.1";"     7.0";"     3.7"
"2858";"A047830";"2000MM12";"    87.5";"    37.4";"       .";"    65.0";"    44.3";"     5.1"
"2859";"A047830";"2000KW04";"   105.0";"     7.1";"       .";"    87.6";"    10.2";"     2.9"
"2860";"A047830";"2001MM01";"   185.1";"   -19.0";"       .";"   147.1";"   -16.1";"     3.6"
"2861";"A047830";"2001MM02";"   129.9";"   -20.5";"       .";"    99.0";"   -17.5";"     3.8"
"2862";"A047830";"2001MM03";"   171.1";"   -12.3";"       .";"   128.0";"    -8.8";"     4.1"
"2863";"A047830";"2001KW01";"   162.1";"   -17.2";"       .";"   124.7";"   -14.1";"     3.7"
"2864";"A047830";"2001MM04";"   125.6";"   -12.3";"       .";"   104.4";"    -8.9";"     3.8"
"2865";"A047830";"2001MM05";"   131.0";"    -5.0";"       .";"   107.8";"    -1.3";"     3.9"
"2866";"A047830";"2001MM06";"   133.2";"     3.1";"       .";"   112.2";"     6.9";"     3.7"
"2867";"A047830";"2001KW02";"   129.9";"    -5.0";"       .";"   108.2";"    -1.3";"     3.8"
"2868";"A047830";"2001MM07";"   148.1";"    11.9";"       .";"   114.5";"    15.9";"     3.6"
"2869";"A047830";"2001MM08";"   126.9";"     2.7";"       .";"    99.5";"     5.9";"     3.1"
"2870";"A047830";"2001MM09";"   115.6";"     3.7";"       .";"    91.9";"     6.9";"     3.1"
"2871";"A047830";"2001KW03";"   130.2";"     6.3";"       .";"   102.0";"     9.8";"     3.2"
"2872";"A047830";"2001MM10";"   136.2";"    15.9";"       .";"   118.5";"    16.6";"     0.6"
"2873";"A047830";"2001MM11";"   128.8";"    17.2";"       .";"   113.5";"    18.0";"     0.7"
"2874";"A047830";"2001MM12";"    58.1";"   -33.5";"       .";"    44.1";"   -32.1";"     2.2"
"2875";"A047830";"2001KW04";"   107.7";"     2.6";"       .";"    92.0";"     5.1";"     2.4"
"2876";"A047830";"2002MM01";"   206.1";"    11.4";"       .";"   167.0";"    13.5";"     2.0"
"2877";"A047830";"2002MM02";"   139.3";"     7.2";"       .";"   108.6";"     9.7";"     2.3"
"2878";"A047830";"2002MM03";"   170.9";"    -0.1";"       .";"   130.7";"     2.1";"     2.2"
"2879";"A047830";"2002KW01";"   172.1";"     6.2";"       .";"   135.4";"     8.6";"     2.2"
"2880";"A047830";"2002MM04";"   138.4";"    10.2";"       .";"   118.9";"    13.9";"     3.3"
"2881";"A047830";"2002MM05";"   133.6";"     1.9";"       .";"   112.9";"     4.7";"     2.7"
"2882";"A047830";"2002MM06";"   140.9";"     5.8";"       .";"   121.8";"     8.6";"     2.6"
"2883";"A047830";"2002KW02";"   137.6";"     5.9";"       .";"   117.9";"     9.0";"     2.9"
"2884";"A047830";"2002MM07";"   148.6";"     0.4";"       .";"   118.2";"     3.2";"     2.8"
"2885";"A047830";"2002MM08";"   128.1";"     0.9";"       .";"   103.7";"     4.2";"     3.3"
"2886";"A047830";"2002MM09";"   127.0";"     9.8";"       .";"   104.7";"    13.9";"     3.7"
"2887";"A047830";"2002KW03";"   134.6";"     3.3";"       .";"   108.9";"     6.8";"     3.3"
"2888";"A047830";"2002MM10";"   133.2";"    -2.2";"       .";"   120.3";"     1.5";"     3.8"
"2889";"A047830";"2002MM11";"   125.9";"    -2.2";"       .";"   114.6";"     1.0";"     3.3"
"2890";"A047830";"2002MM12";"    93.4";"    60.6";"       .";"    73.1";"    65.6";"     3.1"
"2891";"A047830";"2002KW04";"   117.5";"     9.1";"       .";"   102.7";"    11.6";"     2.2"
"2892";"A047830";"2003MM01";"   195.2";"    -5.3";"       .";"   162.4";"    -2.8";"     2.7"
"2893";"A047830";"2003MM02";"   130.2";"    -6.5";"       .";"   104.1";"    -4.2";"     2.5"
"2894";"A047830";"2003MM03";"   166.2";"    -2.8";"       .";"   129.7";"    -0.7";"     2.1"
"2895";"A047830";"2003KW01";"   163.9";"    -4.8";"       .";"   132.1";"    -2.5";"     2.4"
"2896";"A047830";"2003MM04";"   136.9";"    -1.1";"       .";"   120.8";"     1.6";"     2.7"
"2897";"A047830";"2003MM05";"   141.3";"     5.8";"       .";"   122.5";"     8.5";"     2.5"
"2898";"A047830";"2003MM06";"   140.4";"    -0.4";"       .";"   124.4";"     2.2";"     2.6"
"2899";"A047830";"2003KW02";"   139.5";"     1.4";"       .";"   122.6";"     4.0";"     2.6"
"2900";"A047830";"2003MM07";"   143.6";"    -3.4";"       .";"   116.3";"    -1.6";"     1.8"
"2901";"A047830";"2003MM08";"   127.3";"    -0.7";"       .";"   105.0";"     1.3";"     1.9"
"2902";"A047830";"2003MM09";"   129.8";"     2.2";"       .";"   108.0";"     3.2";"     0.9"
"2903";"A047830";"2003KW03";"   133.5";"    -0.8";"       .";"   109.7";"     0.8";"     1.6"
"2904";"A047830";"2003MM10";"   126.4";"    -5.1";"       .";"   114.8";"    -4.6";"     0.5"
"2905";"A047830";"2003MM11";"   121.1";"    -3.8";"       .";"   111.3";"    -2.9";"     1.0"
"2906";"A047830";"2003MM12";"    66.4";"   -29.0";"       .";"    52.1";"   -28.8";"     0.3"
"2907";"A047830";"2003KW04";"   104.6";"   -11.0";"       .";"    92.7";"    -9.7";"     1.4"
"2908";"A047830";"2004MM01";"   204.4";"     4.7";"       .";"   171.8";"     5.8";"     1.0"
"2909";"A047830";"2004MM02";"   131.4";"     0.9";"       .";"   106.9";"     2.6";"     1.8"
"2910";"A047830";"2004MM03";"   165.3";"    -0.5";"       .";"   131.0";"     1.0";"     1.5"
"2911";"A047830";"2004KW01";"   167.0";"     1.9";"       .";"   136.5";"     3.4";"     1.4"
"2912";"A047830";"2004MM04";"   132.9";"    -2.9";"       .";"   118.6";"    -1.9";"     1.1"
"2913";"A047830";"2004MM05";"   121.9";"   -13.8";"       .";"   107.5";"   -12.2";"     1.8"
"2914";"A047830";"2004MM06";"   137.8";"    -1.9";"       .";"   123.7";"    -0.6";"     1.3"
"2915";"A047830";"2004KW02";"   130.9";"    -6.2";"       .";"   116.6";"    -4.9";"     1.4"
"2916";"A047830";"2004MM07";"   138.5";"    -3.5";"       .";"   113.9";"    -2.0";"     1.6"
"2917";"A047830";"2004MM08";"   114.4";"   -10.1";"       .";"    95.6";"    -9.0";"     1.3"
"2918";"A047830";"2004MM09";"   122.8";"    -5.4";"       .";"   103.6";"    -4.1";"     1.4"
"2919";"A047830";"2004KW03";"   125.2";"    -6.2";"       .";"   104.4";"    -4.9";"     1.4"
"2920";"A047830";"2004MM10";"   124.3";"    -1.7";"       .";"   116.0";"     1.1";"     2.8"
"2921";"A047830";"2004MM11";"   115.2";"    -4.9";"       .";"   109.3";"    -1.8";"     3.2"
"2922";"A047830";"2004MM12";"    70.1";"     5.7";"       .";"    56.3";"     8.1";"     2.3"
"2923";"A047830";"2004KW04";"   103.2";"    -1.4";"       .";"    93.9";"     1.3";"     2.6"
"2924";"A047830";"2005MM01";"   202.5";"    -0.9";"       .";"   172.6";"     0.5";"     1.4"
"2925";"A047830";"2005MM02";"   112.4";"   -14.5";"       .";"    92.2";"   -13.7";"     0.9"
"2926";"A047830";"2005MM03";"   157.2";"    -4.9";"       .";"   126.8";"    -3.2";"     1.8"
"2927";"A047830";"2005KW01";"   157.4";"    -5.8";"       .";"   130.5";"    -4.4";"     1.5"
"2928";"A047830";"2005MM04";"   134.0";"     0.8";"       .";"   121.8";"     2.7";"     1.9"
"2929";"A047830";"2005MM05";"   120.9";"    -0.8";"       .";"   108.3";"     0.7";"     1.6"
"2930";"A047830";"2005MM06";"   134.5";"    -2.4";"       .";"   123.1";"    -0.4";"     2.0"
"2931";"A047830";"2005KW02";"   129.8";"    -0.8";"       .";"   117.7";"     1.0";"     1.8"
"2932";"A047830";"2005MM07";"   137.0";"    -1.1";"       .";"   115.6";"     1.5";"     2.6"
"2933";"A047830";"2005MM08";"   114.9";"     0.5";"       .";"    98.6";"     3.2";"     2.7"
"2934";"A047830";"2005MM09";"   126.9";"     3.3";"       .";"   110.1";"     6.3";"     2.9"
"2935";"A047830";"2005KW03";"   126.3";"     0.8";"       .";"   108.1";"     3.6";"     2.8"
"2936";"A047830";"2005MM10";"   124.2";"     0.0";"       .";"   117.8";"     1.5";"     1.5"
"2937";"A047830";"2005MM11";"   117.9";"     2.3";"       .";"   113.3";"     3.7";"     1.3"
"2938";"A047830";"2005MM12";"    61.4";"   -12.4";"       .";"    50.4";"   -10.6";"     2.1"
"2939";"A047830";"2005KW04";"   101.2";"    -2.0";"       .";"    93.8";"    -0.1";"     1.9"
"2940";"A047830";"2006MM01";"   192.6";"    -4.9";"       .";"   167.4";"    -3.0";"     2.0"
"2941";"A047830";"2006MM02";"   130.2";"    15.8";"       .";"   108.7";"    17.8";"     1.7"
"2942";"A047830";"2006MM03";"   170.9";"     8.7";"       .";"   140.0";"    10.4";"     1.5"
"2943";"A047830";"2006KW01";"   164.5";"     4.6";"       .";"   138.7";"     6.2";"     1.6"
"2944";"A047830";"2006MM04";"   121.5";"    -9.4";"       .";"   112.8";"    -7.4";"     2.2"
"2945";"A047830";"2006MM05";"   126.8";"     4.9";"       .";"   115.7";"     6.9";"     1.9"
"2946";"A047830";"2006MM06";"   139.7";"     3.9";"       .";"   130.7";"     6.2";"     2.2"
"2947";"A047830";"2006KW02";"   129.3";"    -0.4";"       .";"   119.8";"     1.7";"     2.1"
"2948";"A047830";"2006MM07";"   135.5";"    -1.1";"       .";"   115.0";"    -0.6";"     0.5"
"2949";"A047830";"2006MM08";"   115.1";"     0.2";"       .";"    99.0";"     0.3";"     0.2"
"2950";"A047830";"2006MM09";"   122.7";"    -3.2";"       .";"   107.0";"    -2.8";"     0.4"
"2951";"A047830";"2006KW03";"   124.4";"    -1.4";"       .";"   107.0";"    -1.1";"     0.4"
"2952";"A047830";"2006MM10";"   120.8";"    -2.8";"       .";"   115.7";"    -1.7";"     1.1"
"2953";"A047830";"2006MM11";"   114.7";"    -2.8";"       .";"   111.7";"    -1.4";"     1.4"
"2954";"A047830";"2006MM12";"    67.1";"     9.3";"       .";"    55.8";"    10.9";"     1.5"
"2955";"A047830";"2006KW04";"   100.9";"    -0.3";"       .";"    94.4";"     0.7";"     1.0"
"2956";"A047830";"2007MM01";"   191.1";"    -0.7";"       .";"   165.8";"    -0.9";"    -0.2"
"2957";"A047830";"2007MM02";"   129.7";"    -0.4";"       .";"   108.3";"    -0.3";"     0.0"
"2958";"A047830";"2007MM03";"   167.0";"    -2.3";"       .";"   137.5";"    -1.8";"     0.5"
"2959";"A047830";"2007KW01";"   162.6";"    -1.2";"       .";"   137.2";"    -1.1";"     0.1"
"2960";"A047830";"2007MM04";"   120.4";"    -0.9";"       .";"   113.4";"     0.6";"     1.4"
"2961";"A047830";"2007MM05";"   124.1";"    -2.1";"       .";"   115.6";"    -0.1";"     2.1"
"2962";"A047830";"2007MM06";"   137.5";"    -1.6";"       .";"   130.9";"     0.1";"     1.7"
"2963";"A047830";"2007KW02";"   127.3";"    -1.5";"       .";"   120.0";"     0.2";"     1.8"
"2964";"A047830";"2007MM07";"   130.5";"    -3.7";"       .";"   113.7";"    -1.1";"     2.7"
"2965";"A047830";"2007MM08";"   123.7";"     7.5";"       .";"   109.2";"    10.3";"     2.7"
"2966";"A047830";"2007MM09";"   117.9";"    -3.9";"       .";"   104.9";"    -1.9";"     2.1"
"2967";"A047830";"2007KW03";"   124.0";"    -0.3";"       .";"   109.3";"     2.2";"     2.5"
"2968";"A047830";"2007MM10";"   134.9";"    11.7";"       .";"   131.1";"    13.3";"     1.5"
"2969";"A047830";"2007MM11";"   117.0";"     2.1";"       .";"   115.8";"     3.7";"     1.5"
"2970";"A047830";"2007MM12";"    68.1";"     1.5";"       .";"    57.4";"     2.7";"     1.2"
"2971";"A047830";"2007KW04";"   106.7";"     5.8";"       .";"   101.4";"     7.4";"     1.6"
"2972";"A047830";"2008MM01";"   177.8";"    -7.0";"       .";"   154.8";"    -6.6";"     0.4"
"2973";"A047830";"2008MM02";"   153.9";"    18.7";"       .";"   128.1";"    18.2";"    -0.4"
"2974";"A047830";"2008MM03";"   151.6";"    -9.2";"       .";"   124.4";"    -9.5";"    -0.3"
"2975";"A047830";"2008KW01";"   161.1";"    -0.9";"       .";"   135.8";"    -1.0";"    -0.1"
"2976";"A047830";"2008MM04";"   130.5";"     8.3";"       .";"   122.5";"     8.0";"    -0.3"
"2977";"A047830";"2008MM05";"   135.1";"     8.8";"       .";"   125.2";"     8.3";"    -0.5"
"2978";"A047830";"2008MM06";"   135.9";"    -1.2";"       .";"   128.5";"    -1.8";"    -0.7"
"2979";"A047830";"2008KW02";"   133.8";"     5.1";"       .";"   125.4";"     4.5";"    -0.5"
"2980";"A047830";"2008MM07";"   144.2";"    10.5";"       .";"   125.1";"    10.0";"    -0.4"
"2981";"A047830";"2008MM08";"   127.4";"     2.9";"       .";"   111.5";"     2.1";"    -0.8"
"2982";"A047830";"2008MM09";"   123.9";"     5.1";"       .";"   109.4";"     4.2";"    -0.9"
"2983";"A047830";"2008KW03";"   131.8";"     6.3";"       .";"   115.3";"     5.5";"    -0.7"
"2984";"A047830";"2008MM10";"   128.6";"    -4.7";"       .";"   126.2";"    -3.8";"     0.9"
"2985";"A047830";"2008MM11";"   101.6";"   -13.2";"       .";"   100.9";"   -12.9";"     0.3"
"2986";"A047830";"2008MM12";"    62.8";"    -7.7";"       .";"    53.7";"    -6.4";"     1.4"
"2987";"A047830";"2008KW04";"    97.7";"    -8.4";"       .";"    93.6";"    -7.7";"     0.8"
"2988";"A047830";"2009MM01";"   157.8";"   -11.2";"       .";"   136.1";"   -12.1";"    -1.0"
"2989";"A047830";"2009MM02";"   112.1";"   -27.2";"       .";"    93.5";"   -27.0";"     0.2"
"2990";"A047830";"2009MM03";"   131.7";"   -13.1";"       .";"   108.7";"   -12.6";"     0.6"
"2991";"A047830";"2009KW01";"   133.9";"   -16.9";"       .";"   112.8";"   -16.9";"    -0.1"
"2992";"A047830";"2009MM04";"   113.9";"   -12.7";"       .";"   106.5";"   -13.1";"    -0.4"
"2993";"A047830";"2009MM05";"   111.8";"   -17.3";"       .";"   103.8";"   -17.1";"     0.2"
"2994";"A047830";"2009MM06";"   126.4";"    -7.0";"       .";"   119.3";"    -7.1";"    -0.2"
"2995";"A047830";"2009KW02";"   117.3";"   -12.3";"       .";"   109.9";"   -12.4";"    -0.1"
"2996";"A047830";"2009MM07";"   132.4";"    -8.2";"       .";"   116.0";"    -7.3";"     1.0"
"2997";"A047830";"2009MM08";"   110.4";"   -13.3";"       .";"    97.8";"   -12.3";"     1.1"
"2998";"A047830";"2009MM09";"   127.6";"     2.9";"       .";"   113.5";"     3.8";"     0.8"
"2999";"A047830";"2009KW03";"   123.5";"    -6.3";"       .";"   109.1";"    -5.4";"     1.0"
"3000";"A047830";"2009MM10";"   128.7";"     0.1";"       .";"   126.5";"     0.2";"     0.1"
"3001";"A047830";"2009MM11";"   108.0";"     6.3";"       .";"   107.7";"     6.8";"     0.4"
"3002";"A047830";"2009MM12";"    57.4";"    -8.6";"       .";"    50.3";"    -6.3";"     2.6"
"3003";"A047830";"2009KW04";"    98.0";"     0.4";"       .";"    94.8";"     1.3";"     0.9"
"3004";"A047830";"2010MM01";"   161.1";"     2.1";"       .";"   141.3";"     3.8";"     1.7"
"3005";"A047830";"2010MM02";"   109.6";"    -2.2";"       .";"    93.3";"    -0.2";"     2.1"
"3006";"A047830";"2010MM03";"   149.0";"    13.2";"       .";"   125.9";"    15.8";"     2.3"
"3007";"A047830";"2010KW01";"   139.9";"     4.5";"       .";"   120.2";"     6.6";"     2.0"
"3008";"A047830";"2010MM04";"   121.4";"     6.6";"       .";"   115.8";"     8.8";"     2.0"
"3009";"A047830";"2010MM05";"   113.2";"     1.3";"       .";"   107.4";"     3.5";"     2.1"
"3010";"A047830";"2010MM06";"   138.9";"     9.9";"       .";"   134.2";"    12.5";"     2.4"
"3011";"A047830";"2010KW02";"   124.5";"     6.1";"       .";"   119.1";"     8.4";"     2.2"
"3012";"A047830";"2010MM07";"   127.5";"    -3.7";"       .";"   113.0";"    -2.6";"     1.2"
"3013";"A047830";"2010MM08";"   118.5";"     7.3";"       .";"   105.7";"     8.2";"     0.8"
"3014";"A047830";"2010MM09";"   136.5";"     7.0";"       .";"   121.9";"     7.4";"     0.4"
"3015";"A047830";"2010KW03";"   127.5";"     3.3";"       .";"   113.5";"     4.1";"     0.8"
"3016";"A047830";"2010MM10";"   132.4";"     2.8";"       .";"   132.6";"     4.8";"     2.0"
"3017";"A047830";"2010MM11";"   114.8";"     6.3";"       .";"   116.7";"     8.4";"     2.0"
"3018";"A047830";"2010MM12";"    63.5";"    10.6";"       .";"    57.2";"    13.6";"     2.8"
"3019";"A047830";"2010KW04";"   103.5";"     5.6";"       .";"   102.2";"     7.7";"     2.0"
"3020";"A047830";"2011MM01";"   181.0";"    12.3";"       .";"   155.0";"     9.7";"    -2.3"
"3021";"A047830";"2011MM02";"   121.2";"    10.6";"       .";"   102.8";"    10.1";"    -0.4"
